student_id,subject,assessment_period,month,score,score_out_of,percentile,grade_equivalent,assessor
STU0191,Math,Pre,Sep 2023,45.0,100.0,26.2,5.2,Susan Jones
STU0191,Math,Post,Jan 2024,55.0,,41.1,5.2,Jamie Obrien
STU0191,Reading,Pre,Sep 2023,,100.0,,,Mr. Christopher Roberts
STU0191,Reading,Post,Jan 2024,64.0,100.0,54.3,,
STU0191,SEL,Mid,Nov 2023,52.0,,,6.1,
STU0192,Math,Pre,Sep 2023,55.0,,,5.2,
STU0192,Math,Post,Jan 2024,75.0,100.0,69.0,N/A,Daniel Jennings
STU0192,Reading,Pre,Sep 2023,,100.0,64.4,8.0,Paul Mcgrath
STU0192,SEL,Mid,Nov 2023,42.0,100.0,,,
STU0193,Math,Pre,Sep 2023,55.0,,17.8,N/A,Stacey Patel
STU0193,Math,Post,Jan 2024,67.0,,,,
STU0193,Reading,Pre,Sep 2023,62.0,100.0,,8.0,Michael Jensen
STU0193,Reading,Post,Jan 2024,73.0,100.0,80.7,N/A,
STU0193,SEL,Mid,Nov 2023,51.0,,46.8,,
STU0194,Math,Pre,Sep 2023,71.0,100.0,,,
STU0194,Math,Post,Jan 2024,49.0,100.0,57.4,6.1,Lisa Stephenson
STU0194,Reading,Pre,Sep 2023,,100.0,25.7,6.1,Billy Clark
STU0194,Reading,Post,Jan 2024,94.0,,73.2,8.0,Don Welch
STU0195,Math,Pre,Sep 2023,47.0,,76.0,6.1,Sean Green
STU0195,Math,Post,Jan 2024,71.0,100.0,43.0,7.3,Breanna Jordan
STU0195,Reading,Post,Jan 2024,,100.0,,,
STU0195,SEL,Mid,Nov 2023,70.0,,,,Kelly Shaffer
STU0196,Math,Pre,Sep 2023,68.0,100.0,,N/A,
STU0196,Math,Post,Jan 2024,73.0,100.0,51.3,,
STU0196,Reading,Post,Jan 2024,44.0,100.0,84.1,N/A,
STU0197,Math,Pre,Sep 2023,70.0,100.0,84.4,,
STU0197,Reading,Pre,Sep 2023,,,23.1,5.2,
STU0197,SEL,Mid,Nov 2023,,,84.3,7.3,Stacy Russo
STU0198,Math,Pre,Sep 2023,68.0,,73.5,,Dakota Gregory
STU0198,Math,Post,Jan 2024,62.0,100.0,,7.3,Karen Wright
STU0198,Reading,Pre,Sep 2023,72.0,100.0,38.6,,
STU0198,Reading,Post,Jan 2024,57.0,100.0,74.7,,Matthew Higgins
STU0198,SEL,Mid,Nov 2023,72.0,,77.2,,Christopher White
STU0199,Math,Pre,Sep 2023,65.0,100.0,64.1,,Joseph Bender
STU0199,Math,Post,Jan 2024,,100.0,58.7,7.3,
STU0199,Reading,Pre,Sep 2023,67.0,100.0,19.6,,
STU0199,Reading,Post,Jan 2024,73.0,,32.6,6.1,
STU0199,SEL,Mid,Nov 2023,73.0,100.0,60.1,5.2,
STU0200,Math,Pre,Sep 2023,41.0,100.0,54.1,,Victoria Powell
STU0200,Math,Post,Jan 2024,82.0,100.0,,6.1,
STU0200,Reading,Pre,Sep 2023,75.0,100.0,46.1,,
STU0200,Reading,Post,Jan 2024,71.0,100.0,,,
STU0200,SEL,Mid,Nov 2023,70.0,100.0,,7.3,
STU0201,Math,Pre,Sep 2023,61.0,100.0,,6.1,Natalie Peck
STU0201,Math,Post,Jan 2024,,,84.0,,Casey Goodwin
STU0201,Reading,Pre,Sep 2023,44.0,100.0,,,Bryan Rangel
STU0201,Reading,Post,Jan 2024,61.0,100.0,54.0,,
STU0202,Math,Pre,Sep 2023,53.0,,47.4,N/A,
STU0202,Reading,Post,Jan 2024,60.0,100.0,,N/A,
STU0202,SEL,Mid,Nov 2023,46.0,,,N/A,William Peters
STU0203,Math,Pre,Sep 2023,60.0,,,,Don Conley
STU0203,Reading,Pre,Sep 2023,,,80.3,,Timothy Greene
STU0203,Reading,Post,Jan 2024,70.0,100.0,60.9,,Henry Williams
STU0203,SEL,Mid,Nov 2023,66.0,100.0,67.3,,Bryan Murphy
STU0204,Math,Pre,Sep 2023,57.0,100.0,59.6,,
STU0204,Reading,Pre,Sep 2023,55.0,100.0,75.5,,
STU0204,Reading,Post,Jan 2024,79.0,100.0,,6.1,
STU0204,SEL,Mid,Nov 2023,,100.0,75.9,5.2,Mary Garcia
STU0205,Math,Post,Jan 2024,41.0,,,,Jennifer Lawrence
STU0205,Reading,Pre,Sep 2023,,100.0,,7.3,Melissa Vincent
STU0205,Reading,Post,Jan 2024,74.0,100.0,80.2,,
STU0206,Math,Pre,Sep 2023,44.0,,,,Jennifer Montes
STU0206,Math,Post,Jan 2024,71.0,,,,Shannon Walker
STU0206,SEL,Mid,Nov 2023,72.0,,33.9,,Robin Jones
STU0207,Reading,Pre,Sep 2023,67.0,,70.4,,Angela Sullivan
STU0207,Reading,Post,Jan 2024,72.0,,85.4,N/A,Ryan Dean
STU0208,Math,Pre,Sep 2023,70.0,,73.4,7.3,
STU0208,Math,Post,Jan 2024,82.0,100.0,85.1,,Brittany Moore
STU0208,Reading,Pre,Sep 2023,,100.0,83.8,,Laurie Rodgers
STU0208,Reading,Post,Jan 2024,85.0,100.0,,,
STU0208,SEL,Mid,Nov 2023,42.0,100.0,52.8,,Lindsey Williams
STU0209,Math,Pre,Sep 2023,63.0,,42.5,8.0,
STU0209,Math,Post,Jan 2024,70.0,100.0,84.0,6.1,
STU0209,Reading,Pre,Sep 2023,71.0,100.0,,,Vincent Lawson
STU0209,Reading,Post,Jan 2024,67.0,,,,Kathy Franklin
STU0209,SEL,Mid,Nov 2023,56.0,100.0,33.3,5.2,Mark Frazier
STU0210,Math,Pre,Sep 2023,65.0,100.0,87.7,6.1,
STU0210,Reading,Pre,Sep 2023,54.0,100.0,,,
STU0210,Reading,Post,Jan 2024,93.0,100.0,,,
STU0210,SEL,Mid,Nov 2023,58.0,100.0,27.3,,Dylan Stafford
STU0211,Math,Pre,Sep 2023,58.0,,,,Lawrence Richardson
STU0211,Math,Post,Jan 2024,77.0,100.0,13.1,,
STU0211,Reading,Pre,Sep 2023,,100.0,84.0,,Daniel Gallegos
STU0211,Reading,Post,Jan 2024,54.0,100.0,,5.2,
STU0211,SEL,Mid,Nov 2023,75.0,,21.7,N/A,Brent Rodriguez
STU0212,Math,Pre,Sep 2023,68.0,100.0,51.8,8.0,
STU0212,Math,Post,Jan 2024,38.0,100.0,56.0,,
STU0212,Reading,Pre,Sep 2023,50.0,100.0,67.6,,
STU0212,SEL,Mid,Nov 2023,43.0,,78.6,,
STU0213,Math,Post,Jan 2024,89.0,100.0,,7.3,James Cook
STU0213,Reading,Pre,Sep 2023,53.0,100.0,77.4,6.1,Matthew Yates
STU0213,Reading,Post,Jan 2024,,100.0,69.8,,
STU0213,SEL,Mid,Nov 2023,45.0,,,7.3,
STU0214,Reading,Pre,Sep 2023,44.0,100.0,17.3,,Sheena Taylor
STU0214,Reading,Post,Jan 2024,60.0,100.0,,5.2,Abigail Torres
STU0214,SEL,Mid,Nov 2023,54.0,100.0,26.2,,
STU0215,Math,Pre,Sep 2023,64.0,100.0,15.1,,
STU0215,Math,Post,Jan 2024,75.0,,13.6,6.1,Anthony Scott
STU0215,Reading,Pre,Sep 2023,68.0,100.0,28.2,,Mark Larsen
STU0215,Reading,Post,Jan 2024,,100.0,,7.3,
STU0216,Math,Pre,Sep 2023,56.0,100.0,,N/A,Jasmin Lang
STU0216,Math,Post,Jan 2024,66.0,100.0,35.9,N/A,Megan Rodriguez
STU0216,Reading,Post,Jan 2024,,100.0,,7.3,
STU0217,Math,Pre,Sep 2023,52.0,,44.2,,
STU0217,Reading,Pre,Sep 2023,55.0,100.0,79.5,,
STU0217,Reading,Post,Jan 2024,72.0,100.0,24.1,5.2,
STU0217,SEL,Mid,Nov 2023,41.0,100.0,13.9,,
STU0218,Math,Post,Jan 2024,45.0,100.0,58.6,8.0,
STU0218,Reading,Post,Jan 2024,71.0,,63.1,5.2,
STU0218,SEL,Mid,Nov 2023,60.0,,53.4,7.3,Kevin Keller
STU0219,Math,Pre,Sep 2023,74.0,,86.1,,
STU0219,Math,Post,Jan 2024,43.0,,,7.3,Ryan Davis
STU0219,Reading,Pre,Sep 2023,64.0,,68.0,6.1,
STU0219,Reading,Post,Jan 2024,62.0,100.0,21.6,6.1,Richard Rodriguez
STU0219,SEL,Mid,Nov 2023,,100.0,53.3,6.1,
STU0220,Math,Pre,Sep 2023,46.0,,50.8,N/A,
STU0220,Reading,Pre,Sep 2023,57.0,100.0,87.1,8.0,Francis Brown
STU0220,Reading,Post,Jan 2024,75.0,100.0,,,Craig Avery
STU0220,SEL,Mid,Nov 2023,64.0,100.0,33.3,,Lindsey Santiago
STU0221,Math,Pre,Sep 2023,43.0,100.0,,,Sonya Green
STU0221,Math,Post,Jan 2024,66.0,100.0,83.2,8.0,Gregory Steele
STU0221,Reading,Pre,Sep 2023,51.0,,,,Joshua Valdez
STU0221,Reading,Post,Jan 2024,70.0,,,,Jacqueline Jones
STU0221,SEL,Mid,Nov 2023,73.0,,73.7,,
STU0222,Math,Pre,Sep 2023,70.0,100.0,13.8,N/A,Amy Vargas
STU0222,Math,Post,Jan 2024,65.0,100.0,,,
STU0222,Reading,Pre,Sep 2023,,100.0,75.2,7.3,Tyler Carter
STU0222,Reading,Post,Jan 2024,88.0,,59.8,,Jamie Frederick
STU0222,SEL,Mid,Nov 2023,,100.0,19.9,,Candice Fuller
STU0223,Math,Pre,Sep 2023,49.0,100.0,16.7,N/A,Jeremiah Woods
STU0223,Math,Post,Jan 2024,81.0,100.0,87.3,,Sandy Adams
STU0223,Reading,Post,Jan 2024,87.0,,28.1,5.2,Anthony Hunter
STU0223,SEL,Mid,Nov 2023,68.0,,18.6,N/A,
STU0224,Math,Post,Jan 2024,65.0,100.0,52.1,N/A,
STU0224,Reading,Pre,Sep 2023,57.0,100.0,39.7,N/A,Frank Figueroa
STU0224,Reading,Post,Jan 2024,93.0,100.0,28.5,7.3,
STU0224,SEL,Mid,Nov 2023,68.0,100.0,69.5,,Chelsea Henderson
STU0225,Math,Pre,Sep 2023,,100.0,25.2,5.2,Michelle Boyd
STU0225,Math,Post,Jan 2024,81.0,100.0,45.1,N/A,Kathleen Young
STU0225,Reading,Pre,Sep 2023,57.0,100.0,36.9,N/A,
STU0225,Reading,Post,Jan 2024,51.0,100.0,20.2,,
STU0225,SEL,Mid,Nov 2023,72.0,100.0,,,
STU0226,Math,Pre,Sep 2023,73.0,,15.5,,Ashley Perez
STU0226,Math,Post,Jan 2024,81.0,100.0,53.0,8.0,
STU0226,Reading,Pre,Sep 2023,71.0,100.0,55.4,N/A,Caitlin Henry
STU0226,Reading,Post,Jan 2024,87.0,100.0,66.0,,Cody Carpenter
STU0226,SEL,Mid,Nov 2023,48.0,,36.7,,
STU0227,Math,Pre,Sep 2023,70.0,100.0,42.9,,
STU0227,Math,Post,Jan 2024,56.0,,51.8,,Jeremiah Wells
STU0227,Reading,Pre,Sep 2023,40.0,100.0,,,Anna Robinson
STU0227,Reading,Post,Jan 2024,51.0,100.0,,7.3,Thomas Marshall
STU0227,SEL,Mid,Nov 2023,72.0,100.0,29.7,6.1,Tony Reid
STU0228,Math,Pre,Sep 2023,58.0,,43.5,N/A,
STU0228,Math,Post,Jan 2024,81.0,100.0,,7.3,Brian Morgan
STU0228,Reading,Pre,Sep 2023,43.0,100.0,,,
STU0228,Reading,Post,Jan 2024,47.0,100.0,,8.0,
STU0228,SEL,Mid,Nov 2023,57.0,100.0,28.5,,
STU0229,Math,Pre,Sep 2023,52.0,,66.6,,Theresa Tran
STU0229,Math,Post,Jan 2024,,,10.0,,
STU0229,Reading,Post,Jan 2024,51.0,,17.9,5.2,
STU0229,SEL,Mid,Nov 2023,54.0,100.0,,,
STU0230,Math,Pre,Sep 2023,50.0,100.0,56.2,,Andrea Wilson
STU0230,Math,Post,Jan 2024,51.0,,,,Stephen Garza
STU0230,Reading,Pre,Sep 2023,65.0,100.0,16.8,,Christopher Schmidt
STU0230,Reading,Post,Jan 2024,45.0,100.0,73.2,,John Salazar
STU0230,SEL,Mid,Nov 2023,55.0,100.0,59.5,,Amy Jordan
STU0231,Math,Pre,Sep 2023,74.0,,,,Michael Ray MD
STU0231,Reading,Pre,Sep 2023,53.0,,,,Ian Chung
STU0231,Reading,Post,Jan 2024,75.0,100.0,42.5,8.0,Janice Williams
STU0232,Math,Post,Jan 2024,68.0,,21.6,N/A,Kaitlyn Burns DDS
STU0232,Reading,Post,Jan 2024,44.0,100.0,43.0,N/A,Amy Flores
STU0232,SEL,Mid,Nov 2023,44.0,100.0,74.6,7.3,Leslie Oneill
STU0233,Reading,Pre,Sep 2023,68.0,100.0,69.8,,Amanda Smith
STU0233,Reading,Post,Jan 2024,47.0,,50.8,8.0,Michael Wade
STU0233,SEL,Mid,Nov 2023,43.0,100.0,21.3,,
STU0234,Math,Pre,Sep 2023,45.0,,,,
STU0234,Math,Post,Jan 2024,48.0,100.0,,,Crystal Bradley
STU0234,Reading,Pre,Sep 2023,74.0,,32.7,,Daniel Martin
STU0234,Reading,Post,Jan 2024,,,19.9,,Erin Yang
STU0234,SEL,Mid,Nov 2023,62.0,100.0,11.7,8.0,Phillip Jackson
STU0235,Math,Pre,Sep 2023,,100.0,85.4,,Eric Daniel
STU0235,Math,Post,Jan 2024,75.0,100.0,14.1,7.3,Ricardo Morgan
STU0235,Reading,Pre,Sep 2023,45.0,,65.9,7.3,
STU0235,Reading,Post,Jan 2024,81.0,100.0,11.4,,Samuel Johnson
STU0236,Math,Pre,Sep 2023,,100.0,81.1,7.3,Charles Harris
STU0236,Math,Post,Jan 2024,48.0,100.0,60.9,N/A,Howard Hodges
STU0236,Reading,Pre,Sep 2023,68.0,,,7.3,
STU0236,Reading,Post,Jan 2024,68.0,,15.4,N/A,
STU0236,SEL,Mid,Nov 2023,,100.0,,,
STU0237,Math,Pre,Sep 2023,58.0,100.0,86.9,,Brian Miller
STU0237,Math,Post,Jan 2024,77.0,,,,
STU0237,Reading,Pre,Sep 2023,,,11.0,,Michele Ramirez
STU0237,Reading,Post,Jan 2024,78.0,100.0,41.2,8.0,
STU0237,SEL,Mid,Nov 2023,49.0,100.0,76.7,,
STU0238,Math,Pre,Sep 2023,46.0,100.0,81.0,7.3,
STU0238,Math,Post,Jan 2024,76.0,,40.6,,
STU0238,Reading,Post,Jan 2024,75.0,100.0,,N/A,Tina Garcia
STU0238,SEL,Mid,Nov 2023,58.0,100.0,35.2,6.1,
STU0239,Math,Pre,Sep 2023,58.0,,,6.1,William Torres
STU0239,Reading,Pre,Sep 2023,74.0,,64.7,7.3,
STU0239,Reading,Post,Jan 2024,96.0,100.0,69.2,7.3,Erik Hall
STU0239,SEL,Mid,Nov 2023,43.0,,77.7,N/A,
STU0240,Math,Post,Jan 2024,85.0,,,8.0,
STU0240,Reading,Post,Jan 2024,93.0,100.0,17.9,,
STU0240,SEL,Mid,Nov 2023,61.0,,,,
STU0241,Math,Pre,Sep 2023,50.0,,84.2,,
STU0241,Reading,Pre,Sep 2023,67.0,,,,
STU0241,Reading,Post,Jan 2024,69.0,100.0,37.1,7.3,Jason Mendez
STU0242,Math,Pre,Sep 2023,74.0,100.0,34.1,,Heather Lynch
STU0242,Math,Post,Jan 2024,81.0,100.0,,,
STU0242,Reading,Post,Jan 2024,,100.0,61.8,5.2,
STU0242,SEL,Mid,Nov 2023,52.0,,55.5,7.3,Jeffrey Hill
STU0243,Math,Pre,Sep 2023,66.0,,,N/A,Mary Owens
STU0243,Math,Post,Jan 2024,80.0,100.0,,,
STU0243,Reading,Pre,Sep 2023,46.0,100.0,36.2,6.1,
STU0243,Reading,Post,Jan 2024,44.0,100.0,83.4,,
STU0243,SEL,Mid,Nov 2023,73.0,,,,
STU0244,Math,Pre,Sep 2023,55.0,100.0,53.1,6.1,Gregory Estes
STU0244,Math,Post,Jan 2024,77.0,100.0,36.9,,Beverly Smith
STU0244,Reading,Pre,Sep 2023,68.0,100.0,86.9,,
STU0244,Reading,Post,Jan 2024,82.0,100.0,39.4,,
STU0244,SEL,Mid,Nov 2023,48.0,100.0,76.5,,
STU0245,Math,Pre,Sep 2023,52.0,100.0,54.8,N/A,
STU0245,Math,Post,Jan 2024,,100.0,,,
STU0245,Reading,Pre,Sep 2023,67.0,100.0,,,
STU0245,Reading,Post,Jan 2024,65.0,,88.8,,
STU0245,SEL,Mid,Nov 2023,,100.0,,,
STU0246,Math,Post,Jan 2024,69.0,100.0,,5.2,Alexis Molina
STU0246,Reading,Pre,Sep 2023,,,55.9,,Danielle Bowman
STU0246,Reading,Post,Jan 2024,57.0,,42.5,7.3,Felicia Pena
STU0246,SEL,Mid,Nov 2023,55.0,,16.5,,
STU0247,Reading,Pre,Sep 2023,54.0,,50.3,5.2,
STU0247,Reading,Post,Jan 2024,,100.0,,,Dr. Kristen Perry
STU0247,SEL,Mid,Nov 2023,57.0,100.0,82.9,,Michael Carroll
STU0248,Math,Pre,Sep 2023,,100.0,73.2,8.0,Amy Castro
STU0248,Math,Post,Jan 2024,63.0,,68.8,,James Ruiz
STU0248,Reading,Pre,Sep 2023,53.0,100.0,86.6,7.3,Benjamin Miller
STU0248,Reading,Post,Jan 2024,88.0,100.0,,,David Allison
STU0248,SEL,Mid,Nov 2023,75.0,,,,Curtis Brown
STU0249,Math,Pre,Sep 2023,58.0,,57.2,,Linda Smith
STU0249,Reading,Post,Jan 2024,,100.0,47.5,6.1,
STU0249,SEL,Mid,Nov 2023,75.0,,71.0,5.2,Stephanie Russell
STU0250,Math,Pre,Sep 2023,51.0,100.0,42.9,7.3,Marie Rodriguez
STU0250,Math,Post,Jan 2024,74.0,100.0,51.1,,Tracey Villanueva
STU0250,Reading,Pre,Sep 2023,56.0,100.0,65.1,,Alice Durham
STU0250,Reading,Post,Jan 2024,83.0,100.0,64.8,,
STU0251,Math,Pre,Sep 2023,56.0,100.0,,,Steven Rodgers
STU0251,Math,Post,Jan 2024,65.0,100.0,48.4,8.0,David Ingram
STU0251,Reading,Pre,Sep 2023,44.0,100.0,40.7,,Bryan Sullivan
STU0251,Reading,Post,Jan 2024,87.0,,,6.1,
STU0251,SEL,Mid,Nov 2023,53.0,100.0,71.4,,Michele Allison
STU0252,Math,Pre,Sep 2023,66.0,100.0,54.1,8.0,
STU0252,Math,Post,Jan 2024,78.0,,,7.3,
STU0252,Reading,Pre,Sep 2023,70.0,100.0,,,Curtis Marshall
STU0252,Reading,Post,Jan 2024,70.0,,73.2,N/A,
STU0253,Math,Pre,Sep 2023,,,,N/A,
STU0253,Math,Post,Jan 2024,54.0,100.0,25.2,8.0,April Romero
STU0253,Reading,Pre,Sep 2023,,100.0,41.2,,
STU0253,SEL,Mid,Nov 2023,47.0,,76.8,5.2,Anne Jackson
STU0254,Math,Pre,Sep 2023,43.0,,68.9,8.0,
STU0254,Math,Post,Jan 2024,57.0,100.0,32.4,,
STU0254,Reading,Post,Jan 2024,58.0,100.0,54.4,,
STU0254,SEL,Mid,Nov 2023,63.0,100.0,84.3,7.3,Jonathan Ruiz
STU0255,Reading,Pre,Sep 2023,63.0,100.0,41.1,7.3,
STU0255,Reading,Post,Jan 2024,74.0,100.0,37.4,N/A,Kenneth Johnson
STU0255,SEL,Mid,Nov 2023,52.0,100.0,,8.0,Alison Haas
STU0256,Math,Pre,Sep 2023,59.0,100.0,21.7,6.1,
STU0256,Math,Post,Jan 2024,59.0,100.0,89.1,7.3,Kristie Church
STU0256,Reading,Pre,Sep 2023,50.0,,23.4,,Jason Morrison
STU0256,Reading,Post,Jan 2024,40.0,,32.9,,Andrew Gross
STU0256,SEL,Mid,Nov 2023,48.0,100.0,,8.0,Elizabeth Williams
STU0257,Math,Pre,Sep 2023,42.0,100.0,83.4,,
STU0257,Math,Post,Jan 2024,64.0,100.0,55.3,7.3,Tamara Gonzalez
STU0257,Reading,Pre,Sep 2023,62.0,100.0,72.0,7.3,
STU0257,Reading,Post,Jan 2024,85.0,100.0,65.7,5.2,Kevin Jones
STU0257,SEL,Mid,Nov 2023,,,83.3,,John Harris
STU0258,Math,Post,Jan 2024,66.0,100.0,31.4,,
STU0258,Reading,Post,Jan 2024,,100.0,30.7,5.2,Daniel Douglas
STU0259,Math,Pre,Sep 2023,67.0,100.0,25.5,5.2,Bradley Wheeler
STU0259,Math,Post,Jan 2024,68.0,,,8.0,
STU0259,Reading,Pre,Sep 2023,72.0,,29.0,7.3,Caitlin Kelly
STU0259,Reading,Post,Jan 2024,,100.0,82.3,6.1,
STU0259,SEL,Mid,Nov 2023,50.0,,88.8,,Patrick Williams
STU0260,Math,Pre,Sep 2023,72.0,,21.8,8.0,Dana Bird
STU0260,Reading,Pre,Sep 2023,,,,,Jeffrey Gonzalez
STU0260,Reading,Post,Jan 2024,67.0,,68.7,N/A,Robert Powell
STU0261,Math,Pre,Sep 2023,47.0,,,5.2,
STU0261,Math,Post,Jan 2024,86.0,100.0,66.3,,Michael Hess
STU0261,Reading,Pre,Sep 2023,,100.0,32.5,7.3,
STU0261,Reading,Post,Jan 2024,55.0,100.0,,,Joshua Morton
STU0261,SEL,Mid,Nov 2023,59.0,100.0,18.4,5.2,Wendy Gonzales
STU0262,Math,Pre,Sep 2023,66.0,100.0,65.1,,Douglas Allen
STU0262,Math,Post,Jan 2024,64.0,100.0,,6.1,
STU0262,Reading,Pre,Sep 2023,62.0,100.0,31.9,,
STU0262,SEL,Mid,Nov 2023,60.0,100.0,,,Charles Wolf
STU0263,Reading,Post,Jan 2024,78.0,100.0,14.1,5.2,Eric Mcconnell
STU0263,SEL,Mid,Nov 2023,,,,,Joseph Kim
STU0264,Math,Pre,Sep 2023,75.0,,82.4,,
STU0264,Math,Post,Jan 2024,53.0,100.0,34.0,7.3,
STU0264,Reading,Pre,Sep 2023,60.0,100.0,58.4,,
STU0264,Reading,Post,Jan 2024,59.0,,,,James Williams
STU0264,SEL,Mid,Nov 2023,63.0,100.0,17.7,,Bill Johnson
STU0265,Math,Pre,Sep 2023,59.0,,27.0,,Dalton Hammond
STU0265,Math,Post,Jan 2024,52.0,100.0,,,Mrs. Brooke Morgan MD
STU0265,Reading,Pre,Sep 2023,,,18.4,N/A,Patrick Aguirre
STU0265,Reading,Post,Jan 2024,89.0,100.0,89.9,6.1,Lydia Lucas
STU0266,Math,Pre,Sep 2023,62.0,,17.5,,Jeffrey Green
STU0266,Math,Post,Jan 2024,36.0,100.0,23.1,,
STU0266,Reading,Pre,Sep 2023,51.0,100.0,16.8,,David Phillips
STU0266,Reading,Post,Jan 2024,89.0,100.0,26.1,,
STU0266,SEL,Mid,Nov 2023,49.0,100.0,37.7,,
STU0267,Math,Pre,Sep 2023,,,56.5,,Stephanie Miller
STU0267,Math,Post,Jan 2024,,,,,
STU0267,SEL,Mid,Nov 2023,51.0,100.0,48.4,N/A,Charles Howard
STU0268,Reading,Post,Jan 2024,70.0,,20.2,,
STU0268,SEL,Mid,Nov 2023,61.0,100.0,,,Joel Olson
STU0269,Math,Pre,Sep 2023,47.0,100.0,,,John Brown
STU0269,Math,Post,Jan 2024,55.0,,76.1,,
STU0269,Reading,Pre,Sep 2023,72.0,,51.7,,
STU0269,Reading,Post,Jan 2024,70.0,100.0,86.4,5.2,
STU0269,SEL,Mid,Nov 2023,59.0,,50.1,,
STU0270,Math,Post,Jan 2024,74.0,100.0,57.7,,
STU0270,Reading,Pre,Sep 2023,51.0,,,6.1,Brooke Christian
STU0270,Reading,Post,Jan 2024,69.0,100.0,54.1,,Zachary Smith
STU0270,SEL,Mid,Nov 2023,57.0,100.0,36.4,5.2,
STU0271,Math,Pre,Sep 2023,70.0,,38.9,8.0,Eric Miranda
STU0271,Math,Post,Jan 2024,65.0,,,,
STU0271,Reading,Pre,Sep 2023,62.0,,,N/A,
STU0271,SEL,Mid,Nov 2023,75.0,100.0,,,
STU0272,Math,Pre,Sep 2023,,,,,Dennis Davis
STU0272,Math,Post,Jan 2024,57.0,,57.7,N/A,Shelia Logan
STU0272,Reading,Pre,Sep 2023,54.0,100.0,83.1,,
STU0272,Reading,Post,Jan 2024,64.0,100.0,47.7,,Chad Hoffman
STU0272,SEL,Mid,Nov 2023,,,,6.1,Autumn Anderson
STU0273,Math,Pre,Sep 2023,71.0,100.0,53.3,8.0,Brian Allen
STU0273,Math,Post,Jan 2024,63.0,100.0,83.8,,
STU0273,Reading,Pre,Sep 2023,43.0,100.0,85.5,5.2,Gina Barber
STU0273,Reading,Post,Jan 2024,80.0,100.0,79.2,,Patty Martin
STU0273,SEL,Mid,Nov 2023,63.0,100.0,51.7,,Jennifer Henderson
STU0274,Math,Pre,Sep 2023,68.0,100.0,,7.3,
STU0274,Math,Post,Jan 2024,56.0,100.0,49.9,,Jonathan Willis
STU0274,Reading,Pre,Sep 2023,54.0,100.0,19.3,,Richard Rowe
STU0274,Reading,Post,Jan 2024,,100.0,,,
STU0274,SEL,Mid,Nov 2023,58.0,,37.6,,
STU0275,Math,Pre,Sep 2023,,100.0,27.7,8.0,Devon Sanchez
STU0275,Reading,Post,Jan 2024,70.0,100.0,,,Douglas Mullins
STU0275,SEL,Mid,Nov 2023,63.0,,47.0,N/A,Randy Allen
STU0276,Math,Pre,Sep 2023,49.0,100.0,,7.3,William Ramos
STU0276,Math,Post,Jan 2024,69.0,,,,Jessica Osborn
STU0276,Reading,Pre,Sep 2023,45.0,100.0,15.7,N/A,John Thompson
STU0276,Reading,Post,Jan 2024,57.0,100.0,50.6,N/A,Emily Luna
STU0276,SEL,Mid,Nov 2023,64.0,,,,
STU0277,Math,Pre,Sep 2023,74.0,100.0,74.2,,Tracy Rose
STU0277,Math,Post,Jan 2024,63.0,100.0,62.9,,Elizabeth Cobb
STU0277,Reading,Pre,Sep 2023,60.0,,,7.3,
STU0277,Reading,Post,Jan 2024,70.0,100.0,50.6,,
STU0277,SEL,Mid,Nov 2023,53.0,,33.2,,Seth Lynch
STU0278,Math,Pre,Sep 2023,51.0,,20.7,8.0,Kimberly Campos
STU0278,Math,Post,Jan 2024,58.0,,,,Mrs. Taylor Fernandez
STU0278,Reading,Pre,Sep 2023,67.0,100.0,83.5,,David Taylor
STU0278,Reading,Post,Jan 2024,60.0,,10.7,8.0,Tara Williams
STU0278,SEL,Mid,Nov 2023,66.0,,24.7,,
STU0279,Math,Pre,Sep 2023,57.0,,34.0,,
STU0279,Reading,Pre,Sep 2023,68.0,,38.1,,
STU0279,Reading,Post,Jan 2024,61.0,100.0,88.6,6.1,Diane Moran
STU0279,SEL,Mid,Nov 2023,50.0,100.0,44.6,6.1,
STU0280,Math,Pre,Sep 2023,44.0,,,8.0,Megan Rice
STU0280,Math,Post,Jan 2024,72.0,100.0,,,
STU0280,Reading,Pre,Sep 2023,61.0,100.0,70.8,7.3,Stanley Vance MD
STU0280,Reading,Post,Jan 2024,,100.0,17.4,,Amy Mills
STU0280,SEL,Mid,Nov 2023,58.0,100.0,54.9,6.1,
STU0281,Math,Pre,Sep 2023,40.0,100.0,85.2,7.3,
STU0281,Reading,Post,Jan 2024,52.0,100.0,,6.1,Edward Dean
STU0281,SEL,Mid,Nov 2023,65.0,100.0,85.2,,
STU0282,Math,Pre,Sep 2023,61.0,100.0,52.4,N/A,Michael Mccarty
STU0282,Math,Post,Jan 2024,54.0,100.0,,N/A,Joshua Bauer
STU0282,Reading,Pre,Sep 2023,65.0,100.0,70.1,N/A,
STU0282,Reading,Post,Jan 2024,60.0,100.0,10.4,,
STU0282,SEL,Mid,Nov 2023,48.0,,,7.3,Kyle Patterson
STU0283,Math,Pre,Sep 2023,41.0,,23.6,,
STU0283,Math,Post,Jan 2024,45.0,100.0,,6.1,Matthew Rose
STU0283,Reading,Post,Jan 2024,65.0,,20.8,,
STU0284,Math,Pre,Sep 2023,47.0,100.0,,,
STU0284,Math,Post,Jan 2024,73.0,100.0,,6.1,Carla Castillo
