student_id,week_of,sessions_attended,sessions_scheduled,attendance_rate,note
STU0052,09/12/2023,3.0,2.0,0.4,
STU0052,19 Sep 2023,1.0,3.0,,
STU0052,"September 26, 2023",,3.0,0.77,sick
STU0052,10/03/2023,1.0,2.0,69%,
STU0052,10 Oct 2023,2.0,3.0,,sick
STU0052,"October 17, 2023",0.0,3.0,,
STU0052,24 Oct 2023,0.0,2.0,81%,
STU0052,2023-11-07,1.0,2.0,,
STU0052,14 Nov 2023,3.0,2.0,0.52,
STU0052,21 Nov 2023,2.0,3.0,0.95,
STU0052,2023-11-28,0.0,2.0,0.6,
STU0052,12/05/2023,0.0,3.0,,
STU0052,12 Dec 2023,,2.0,,sick
STU0052,12/19/2023,,3.0,64%,
STU0052,26 Dec 2023,1.0,,51%,
STU0052,01/02/2024,3.0,3.0,88%,
STU0052,01-09-2024,3.0,3.0,85%,
STU0052,01-16-2024,0.0,2.0,,
STU0026,05 Sep 2023,1.0,3.0,0.51,
STU0026,09/12/2023,2.0,3.0,0.44,
STU0026,09/26/2023,2.0,3.0,,
STU0026,03 Oct 2023,3.0,2.0,,
STU0026,"October 10, 2023",,3.0,0.9,
STU0026,10/17/2023,0.0,3.0,65%,
STU0026,24 Oct 2023,1.0,3.0,,excused
STU0026,"October 31, 2023",2.0,3.0,,
STU0026,"November 07, 2023",,2.0,78%,
STU0026,14 Nov 2023,0.0,3.0,,
STU0026,11-21-2023,,2.0,0.77,
STU0026,2023-11-28,,3.0,,
STU0026,2023-12-05,1.0,2.0,,
STU0026,"December 12, 2023",,2.0,,
STU0026,19 Dec 2023,2.0,2.0,0.77,
STU0026,26 Dec 2023,0.0,3.0,,family emergency
STU0026,02 Jan 2024,1.0,2.0,73%,
STU0026,"January 09, 2024",3.0,3.0,,
STU0266,09-05-2023,0.0,2.0,,
STU0266,09/12/2023,2.0,2.0,,
STU0266,2023-09-19,3.0,3.0,83%,sick
STU0266,26 Sep 2023,,,0.87,
STU0266,03 Oct 2023,1.0,2.0,0.89,unexcused
STU0266,10-10-2023,,,0.73,
STU0266,17 Oct 2023,1.0,2.0,,unexcused
STU0266,24 Oct 2023,3.0,2.0,0.86,
STU0266,31 Oct 2023,,,,unexcused
STU0266,11/07/2023,2.0,3.0,43%,family emergency
STU0266,14 Nov 2023,,3.0,,
STU0266,11-21-2023,3.0,3.0,,
STU0266,11-28-2023,,3.0,93%,
STU0266,12/05/2023,3.0,2.0,44%,
STU0266,12-12-2023,2.0,2.0,61%,
STU0266,12-19-2023,0.0,,0.64,
STU0266,12-26-2023,1.0,3.0,,
STU0266,"January 02, 2024",1.0,2.0,76%,excused
STU0266,"January 09, 2024",3.0,3.0,,
STU0266,16 Jan 2024,1.0,3.0,0.49,
STU0168,"September 05, 2023",1.0,3.0,0.57,
STU0168,"September 12, 2023",3.0,2.0,0.85,
STU0168,09-19-2023,1.0,3.0,0.64,
STU0168,09/26/2023,2.0,2.0,0.83,excused
STU0168,"October 24, 2023",,3.0,91%,
STU0168,10/31/2023,2.0,,,
STU0168,11/07/2023,0.0,2.0,0.65,
STU0168,2023-11-14,0.0,2.0,44%,
STU0168,11-21-2023,3.0,3.0,,
STU0168,11/28/2023,0.0,3.0,,
STU0168,2023-12-05,2.0,3.0,,
STU0168,12 Dec 2023,3.0,2.0,0.69,
STU0168,12/19/2023,3.0,,,
STU0168,26 Dec 2023,3.0,2.0,,family emergency
STU0168,01/02/2024,0.0,2.0,0.74,
STU0168,09 Jan 2024,2.0,3.0,0.41,sick
STU0168,01-16-2024,0.0,3.0,97%,
STU0148,09/05/2023,2.0,3.0,0.72,
STU0148,09-19-2023,,2.0,0.76,
STU0148,09-26-2023,3.0,2.0,,excused
STU0148,2023-10-03,0.0,3.0,0.42,
STU0148,10-10-2023,1.0,2.0,0.51,
STU0148,2023-10-17,0.0,3.0,48%,
STU0148,10-24-2023,3.0,3.0,0.84,
STU0148,2023-10-31,2.0,3.0,98%,
STU0148,11/07/2023,2.0,3.0,,
STU0148,"November 14, 2023",3.0,2.0,0.92,
STU0148,11-21-2023,3.0,3.0,65%,
STU0148,28 Nov 2023,3.0,,78%,
STU0148,"December 05, 2023",1.0,3.0,86%,
STU0148,12-12-2023,0.0,3.0,0.44,
STU0148,2023-12-19,0.0,3.0,0.99,
STU0148,26 Dec 2023,1.0,3.0,,
STU0148,2024-01-02,0.0,3.0,0.61,
STU0148,2024-01-16,1.0,2.0,,
STU0121,09/05/2023,1.0,3.0,,
STU0121,09-12-2023,1.0,2.0,,
STU0121,09-19-2023,0.0,3.0,,
STU0121,09-26-2023,3.0,2.0,45%,
STU0121,10/03/2023,3.0,3.0,0.51,
STU0121,2023-10-10,1.0,3.0,,
STU0121,2023-10-17,1.0,2.0,,
STU0121,2023-10-24,3.0,2.0,0.66,
STU0121,2023-11-07,2.0,3.0,0.89,unexcused
STU0121,14 Nov 2023,3.0,2.0,53%,
STU0121,2023-11-21,2.0,2.0,0.79,
STU0121,11/28/2023,1.0,,70%,
STU0121,"December 05, 2023",,3.0,,
STU0121,12-12-2023,1.0,3.0,0.88,
STU0121,19 Dec 2023,0.0,2.0,,
STU0121,26 Dec 2023,2.0,3.0,,
STU0121,01/09/2024,1.0,2.0,90%,
STU0121,2024-01-16,0.0,3.0,58%,
STU0097,09-05-2023,,3.0,,
STU0097,09/12/2023,3.0,2.0,,
STU0097,19 Sep 2023,3.0,2.0,0.87,
STU0097,26 Sep 2023,2.0,2.0,55%,
STU0097,"October 03, 2023",1.0,,0.85,
STU0097,10/10/2023,,2.0,0.73,
STU0097,2023-10-17,3.0,3.0,,
STU0097,24 Oct 2023,1.0,2.0,85%,
STU0097,11-14-2023,0.0,3.0,0.67,sick
STU0097,"November 28, 2023",,2.0,0.72,
STU0097,12-05-2023,2.0,3.0,79%,family emergency
STU0097,12 Dec 2023,3.0,2.0,0.84,
STU0097,12/19/2023,3.0,3.0,65%,
STU0097,12-26-2023,2.0,,,sick
STU0097,01/09/2024,2.0,2.0,96%,
STU0097,01-16-2024,,3.0,0.46,
STU0075,09/05/2023,0.0,3.0,,
STU0075,"September 12, 2023",3.0,3.0,,
STU0075,09/19/2023,3.0,2.0,0.54,
STU0075,09/26/2023,0.0,2.0,,
STU0075,03 Oct 2023,1.0,2.0,0.5,
STU0075,17 Oct 2023,3.0,3.0,,
STU0075,"October 24, 2023",3.0,3.0,,
STU0075,31 Oct 2023,2.0,3.0,,
STU0075,11-07-2023,3.0,2.0,0.52,sick
STU0075,11/14/2023,,3.0,,
STU0075,"November 21, 2023",0.0,2.0,,
STU0075,11-28-2023,1.0,,0.53,excused
STU0075,05 Dec 2023,2.0,2.0,,
STU0075,12-12-2023,2.0,3.0,0.61,
STU0075,12/19/2023,3.0,2.0,98%,
STU0075,2023-12-26,1.0,2.0,97%,family emergency
STU0075,2024-01-02,1.0,3.0,74%,
STU0075,01/09/2024,2.0,2.0,,
STU0075,01-16-2024,0.0,3.0,,
STU0110,2023-09-05,1.0,3.0,52%,
STU0110,2023-09-12,1.0,3.0,41%,
STU0110,09-19-2023,0.0,2.0,0.79,
STU0110,09/26/2023,0.0,2.0,60%,excused
STU0110,10-03-2023,2.0,3.0,94%,
STU0110,10/10/2023,,3.0,,
STU0110,10-17-2023,3.0,2.0,46%,
STU0110,2023-10-24,1.0,3.0,59%,
STU0110,11/07/2023,3.0,,64%,unexcused
STU0110,11/14/2023,0.0,2.0,64%,
STU0110,"November 21, 2023",2.0,,0.55,
STU0110,2023-11-28,1.0,3.0,0.79,
STU0110,12/05/2023,2.0,2.0,,
STU0110,2023-12-12,3.0,3.0,89%,
STU0110,12/19/2023,3.0,2.0,68%,
STU0110,"December 26, 2023",2.0,3.0,,
STU0110,01-02-2024,1.0,2.0,0.68,excused
STU0110,2024-01-09,0.0,3.0,100%,sick
STU0110,"January 16, 2024",3.0,3.0,,
STU0024,2023-09-05,3.0,2.0,,unexcused
STU0024,12 Sep 2023,0.0,3.0,,
STU0024,19 Sep 2023,0.0,3.0,,
STU0024,09-26-2023,3.0,,99%,
STU0024,03 Oct 2023,1.0,,87%,
STU0024,"October 10, 2023",1.0,3.0,0.98,
STU0024,17 Oct 2023,3.0,3.0,0.58,
STU0024,10/24/2023,3.0,2.0,72%,
STU0024,14 Nov 2023,3.0,2.0,0.77,
STU0024,11/21/2023,3.0,3.0,53%,
STU0024,28 Nov 2023,1.0,3.0,,family emergency
STU0024,12/05/2023,0.0,2.0,,
STU0024,12 Dec 2023,1.0,3.0,69%,
STU0024,19 Dec 2023,1.0,3.0,,
STU0024,26 Dec 2023,2.0,3.0,0.81,
STU0024,01-02-2024,1.0,3.0,0.93,
STU0024,"January 09, 2024",3.0,3.0,95%,
STU0024,01-16-2024,1.0,2.0,,
STU0057,"September 19, 2023",2.0,3.0,0.61,sick
STU0057,"September 26, 2023",2.0,3.0,0.61,unexcused
STU0057,2023-10-03,0.0,2.0,,excused
STU0057,"October 10, 2023",2.0,,,
STU0057,2023-10-17,0.0,3.0,68%,
STU0057,24 Oct 2023,3.0,3.0,,
STU0057,31 Oct 2023,1.0,2.0,63%,
STU0057,2023-11-14,2.0,2.0,,
STU0057,2023-11-21,2.0,3.0,0.77,
STU0057,11/28/2023,0.0,,0.69,
STU0057,"December 05, 2023",2.0,3.0,0.58,
STU0057,12/12/2023,1.0,3.0,,
STU0057,19 Dec 2023,2.0,3.0,0.46,
STU0057,12/26/2023,2.0,2.0,66%,
STU0057,"January 02, 2024",2.0,2.0,,excused
STU0057,2024-01-09,1.0,3.0,0.88,sick
STU0057,"January 16, 2024",1.0,2.0,,
STU0105,09/05/2023,0.0,3.0,0.48,
STU0105,09-12-2023,3.0,2.0,,
STU0105,09/19/2023,3.0,,,
STU0105,09-26-2023,2.0,2.0,,
STU0105,"October 03, 2023",0.0,2.0,,
STU0105,10-10-2023,2.0,3.0,,
STU0105,"October 17, 2023",0.0,3.0,,
STU0105,2023-10-24,3.0,3.0,,
STU0105,10/31/2023,2.0,2.0,,
STU0105,07 Nov 2023,2.0,3.0,,family emergency
STU0105,11-21-2023,3.0,2.0,,
STU0105,11-28-2023,3.0,2.0,0.67,
STU0105,05 Dec 2023,2.0,3.0,,
STU0105,12-12-2023,2.0,2.0,,unexcused
STU0105,19 Dec 2023,0.0,2.0,0.42,family emergency
STU0105,26 Dec 2023,2.0,3.0,0.76,
STU0105,"January 02, 2024",2.0,3.0,64%,
STU0105,"January 09, 2024",3.0,3.0,,
STU0105,01/16/2024,3.0,2.0,0.48,excused
STU0144,09/05/2023,,3.0,82%,excused
STU0144,09/12/2023,0.0,2.0,,sick
STU0144,"September 19, 2023",2.0,2.0,0.89,
STU0144,09/26/2023,2.0,3.0,,
STU0144,03 Oct 2023,0.0,3.0,,family emergency
STU0144,10/10/2023,1.0,2.0,0.5,excused
STU0144,10/17/2023,1.0,,72%,
STU0144,24 Oct 2023,3.0,3.0,65%,
STU0144,10-31-2023,2.0,3.0,,
STU0144,11-07-2023,1.0,3.0,0.83,excused
STU0144,"November 14, 2023",3.0,2.0,,
STU0144,11-21-2023,1.0,3.0,89%,
STU0144,28 Nov 2023,3.0,3.0,0.83,
STU0144,12/05/2023,0.0,3.0,,
STU0144,12-12-2023,1.0,3.0,53%,
STU0144,"December 19, 2023",0.0,3.0,,
STU0144,12/26/2023,2.0,2.0,54%,sick
STU0144,02 Jan 2024,,3.0,0.56,
STU0144,"January 09, 2024",3.0,3.0,,
STU0144,01/16/2024,3.0,3.0,,
STU0072,05 Sep 2023,1.0,3.0,45%,
STU0072,09/12/2023,1.0,3.0,,
STU0072,09/19/2023,2.0,3.0,,excused
STU0072,2023-09-26,0.0,2.0,0.62,
STU0072,10-03-2023,1.0,2.0,0.57,
STU0072,10-10-2023,3.0,3.0,,
STU0072,"October 17, 2023",2.0,2.0,89%,
STU0072,24 Oct 2023,1.0,2.0,0.56,
STU0072,10-31-2023,1.0,3.0,,
STU0072,11/07/2023,2.0,3.0,,
STU0072,11-14-2023,3.0,3.0,61%,
STU0072,21 Nov 2023,2.0,3.0,0.77,
STU0072,11-28-2023,0.0,3.0,93%,
STU0072,2023-12-05,1.0,3.0,52%,unexcused
STU0072,12-12-2023,,2.0,,
STU0072,19 Dec 2023,3.0,2.0,,sick
STU0072,12/26/2023,3.0,3.0,,
STU0072,2024-01-02,3.0,2.0,46%,
STU0072,01-09-2024,0.0,3.0,73%,
STU0072,2024-01-16,2.0,2.0,,
STU0124,09/05/2023,3.0,2.0,,
STU0124,"September 19, 2023",1.0,2.0,0.54,
STU0124,2023-09-26,3.0,3.0,0.78,
STU0124,"October 03, 2023",3.0,2.0,0.56,
STU0124,10/17/2023,2.0,3.0,49%,
STU0124,10/24/2023,3.0,3.0,,
STU0124,31 Oct 2023,,2.0,,
STU0124,11/07/2023,,2.0,,unexcused
STU0124,11-14-2023,3.0,3.0,80%,sick
STU0124,11-21-2023,2.0,,,
STU0124,28 Nov 2023,1.0,2.0,,
STU0124,12/05/2023,3.0,3.0,74%,
STU0124,12/12/2023,0.0,3.0,55%,excused
STU0124,19 Dec 2023,1.0,,70%,family emergency
STU0124,02 Jan 2024,3.0,2.0,,
STU0124,2024-01-09,3.0,2.0,,
STU0124,2024-01-16,3.0,,0.93,
STU0073,09-05-2023,3.0,2.0,42%,
STU0073,2023-09-12,3.0,3.0,,
STU0073,09/19/2023,2.0,2.0,,excused
STU0073,"September 26, 2023",0.0,2.0,40%,excused
STU0073,2023-10-03,1.0,3.0,0.87,
STU0073,"October 10, 2023",0.0,3.0,0.57,
STU0073,10-17-2023,1.0,3.0,,
STU0073,10-24-2023,0.0,3.0,,
STU0073,2023-10-31,,2.0,0.73,
STU0073,07 Nov 2023,0.0,3.0,0.92,
STU0073,2023-11-14,,3.0,,
STU0073,21 Nov 2023,0.0,3.0,,
STU0073,28 Nov 2023,,3.0,,
STU0073,12-05-2023,2.0,3.0,0.8,family emergency
STU0073,12-19-2023,3.0,3.0,71%,
STU0073,"January 02, 2024",0.0,3.0,,
STU0073,01-09-2024,1.0,3.0,97%,
STU0073,16 Jan 2024,,2.0,70%,
STU0180,09-05-2023,3.0,2.0,0.87,
STU0180,09-12-2023,0.0,2.0,83%,sick
STU0180,"September 26, 2023",1.0,,99%,
STU0180,03 Oct 2023,3.0,3.0,,
STU0180,10 Oct 2023,1.0,2.0,,
STU0180,10/17/2023,2.0,3.0,42%,
STU0180,10/24/2023,1.0,,,
STU0180,2023-11-07,3.0,3.0,40%,
STU0180,"November 14, 2023",3.0,2.0,72%,
STU0180,11-28-2023,2.0,3.0,100%,excused
STU0180,"December 05, 2023",0.0,3.0,,
STU0180,12-12-2023,1.0,2.0,100%,
STU0180,2023-12-19,,2.0,,
STU0180,12-26-2023,3.0,2.0,0.87,
STU0180,01/02/2024,3.0,2.0,,
STU0180,09 Jan 2024,3.0,2.0,0.54,
STU0137,2023-09-05,1.0,3.0,,unexcused
STU0137,2023-09-12,0.0,3.0,0.62,
STU0137,2023-09-19,0.0,3.0,69%,excused
STU0137,26 Sep 2023,3.0,2.0,,
STU0137,"October 03, 2023",1.0,3.0,0.7,
STU0137,2023-10-10,,2.0,0.6,
STU0137,"October 17, 2023",2.0,2.0,,
STU0137,24 Oct 2023,,2.0,0.74,
STU0137,10/31/2023,1.0,2.0,40%,unexcused
STU0137,"November 07, 2023",1.0,2.0,80%,
STU0137,"November 14, 2023",,2.0,69%,
STU0137,11-21-2023,1.0,3.0,,
STU0137,11/28/2023,0.0,3.0,,
STU0137,12-05-2023,2.0,3.0,95%,
STU0137,12 Dec 2023,2.0,3.0,94%,
STU0137,12/19/2023,0.0,2.0,,
STU0137,2023-12-26,0.0,,84%,
STU0137,01/02/2024,3.0,2.0,0.56,
STU0137,2024-01-09,2.0,2.0,49%,
STU0137,01/16/2024,3.0,2.0,61%,excused
STU0130,"September 05, 2023",2.0,2.0,,
STU0130,09/12/2023,2.0,3.0,0.69,unexcused
STU0130,26 Sep 2023,1.0,3.0,,
STU0130,"October 03, 2023",0.0,2.0,0.91,
STU0130,"October 10, 2023",3.0,3.0,,
STU0130,"October 17, 2023",3.0,2.0,63%,
STU0130,10/24/2023,3.0,3.0,,unexcused
STU0130,10/31/2023,3.0,2.0,,
STU0130,11/07/2023,2.0,,,
STU0130,11-14-2023,0.0,3.0,0.89,
STU0130,21 Nov 2023,0.0,2.0,,
STU0130,2023-11-28,2.0,2.0,,
STU0130,12/12/2023,2.0,2.0,0.54,
STU0130,12/19/2023,2.0,3.0,84%,sick
STU0130,"December 26, 2023",,3.0,0.59,
STU0130,"January 02, 2024",1.0,3.0,0.9,unexcused
STU0130,"January 16, 2024",2.0,3.0,0.48,
STU0063,2023-09-05,2.0,3.0,81%,family emergency
STU0063,09/12/2023,,2.0,,sick
STU0063,2023-09-19,0.0,2.0,,
STU0063,26 Sep 2023,0.0,2.0,72%,
STU0063,10-03-2023,3.0,2.0,,family emergency
STU0063,10/10/2023,3.0,,85%,excused
STU0063,2023-10-17,2.0,2.0,0.61,unexcused
STU0063,2023-10-24,,3.0,,
STU0063,10-31-2023,2.0,2.0,56%,
STU0063,"November 07, 2023",3.0,2.0,,
STU0063,11-21-2023,3.0,3.0,0.85,
STU0063,11/28/2023,0.0,2.0,62%,
STU0063,05 Dec 2023,3.0,2.0,,
STU0063,12 Dec 2023,0.0,3.0,0.41,
STU0063,12-19-2023,2.0,2.0,,
STU0063,"December 26, 2023",1.0,3.0,,
STU0063,2024-01-02,1.0,3.0,,
STU0063,01/09/2024,2.0,2.0,,
STU0063,01-16-2024,2.0,3.0,0.77,
STU0098,09/05/2023,2.0,3.0,0.43,
STU0098,2023-09-12,2.0,3.0,0.91,
STU0098,2023-09-19,,2.0,0.7,
STU0098,2023-10-03,1.0,2.0,89%,
STU0098,10/10/2023,,2.0,,
STU0098,10/17/2023,1.0,3.0,,unexcused
STU0098,24 Oct 2023,1.0,3.0,0.54,
STU0098,31 Oct 2023,0.0,2.0,,
STU0098,2023-11-07,0.0,2.0,,unexcused
STU0098,14 Nov 2023,1.0,2.0,0.45,
STU0098,"November 21, 2023",0.0,3.0,0.82,
STU0098,2023-11-28,2.0,2.0,,excused
STU0098,05 Dec 2023,0.0,3.0,0.44,sick
STU0098,12-12-2023,3.0,2.0,,
STU0098,12/19/2023,1.0,3.0,,
STU0098,12/26/2023,1.0,2.0,,
STU0098,2024-01-02,,2.0,0.89,
STU0098,16 Jan 2024,,,78%,
STU0005,09-05-2023,1.0,3.0,57%,
STU0005,"September 12, 2023",3.0,3.0,0.71,
STU0005,2023-09-19,3.0,2.0,0.67,
STU0005,09/26/2023,1.0,2.0,0.46,
STU0005,2023-10-03,0.0,2.0,,
STU0005,10 Oct 2023,2.0,2.0,,
STU0005,10/17/2023,1.0,2.0,0.81,
STU0005,2023-10-31,2.0,2.0,0.64,
STU0005,07 Nov 2023,3.0,3.0,59%,
STU0005,11/14/2023,1.0,3.0,,
STU0005,21 Nov 2023,3.0,3.0,55%,excused
STU0005,"November 28, 2023",3.0,2.0,,unexcused
STU0005,12/05/2023,0.0,2.0,,
STU0005,12-12-2023,2.0,3.0,,excused
STU0005,12-19-2023,2.0,2.0,0.54,excused
STU0005,26 Dec 2023,1.0,2.0,,
STU0005,2024-01-16,,3.0,,
STU0287,"September 05, 2023",0.0,2.0,,
STU0287,09-12-2023,3.0,2.0,,
STU0287,09/19/2023,,3.0,96%,
STU0287,09-26-2023,2.0,2.0,,
STU0287,2023-10-03,3.0,2.0,,unexcused
STU0287,10 Oct 2023,2.0,3.0,52%,
STU0287,17 Oct 2023,3.0,2.0,0.87,
STU0287,10-24-2023,1.0,2.0,65%,
STU0287,31 Oct 2023,2.0,3.0,51%,
STU0287,11-07-2023,2.0,2.0,,
STU0287,2023-11-14,0.0,2.0,,
STU0287,2023-11-21,2.0,3.0,0.8,
STU0287,28 Nov 2023,3.0,2.0,,
STU0287,12/05/2023,3.0,3.0,65%,
STU0287,12-12-2023,0.0,2.0,,
STU0287,19 Dec 2023,1.0,3.0,,
STU0287,26 Dec 2023,2.0,,,
STU0287,01-02-2024,3.0,3.0,50%,sick
STU0287,01/09/2024,0.0,2.0,,
STU0287,01-16-2024,1.0,2.0,,
STU0187,09/05/2023,0.0,3.0,62%,
STU0187,2023-09-12,0.0,2.0,70%,
STU0187,19 Sep 2023,3.0,2.0,,
STU0187,2023-09-26,0.0,,,sick
STU0187,10/03/2023,1.0,2.0,,
STU0187,"October 10, 2023",,2.0,,
STU0187,2023-10-17,3.0,2.0,,family emergency
STU0187,24 Oct 2023,3.0,3.0,0.58,
STU0187,2023-10-31,0.0,3.0,0.75,
STU0187,"November 07, 2023",,2.0,77%,
STU0187,11-14-2023,,2.0,79%,
STU0187,11/21/2023,0.0,2.0,0.62,
STU0187,2023-11-28,2.0,2.0,80%,sick
STU0187,12-05-2023,3.0,2.0,0.85,excused
STU0187,12-12-2023,1.0,3.0,51%,
STU0187,2023-12-19,,3.0,0.75,sick
STU0187,"December 26, 2023",0.0,,44%,
STU0187,01/02/2024,2.0,3.0,,
STU0187,01-09-2024,3.0,3.0,,unexcused
STU0187,"January 16, 2024",,3.0,49%,sick
STU0252,2023-09-05,,3.0,0.74,excused
STU0252,09/12/2023,,2.0,,
STU0252,2023-09-19,1.0,,71%,excused
STU0252,"September 26, 2023",3.0,2.0,99%,excused
STU0252,10/03/2023,1.0,3.0,83%,
STU0252,"October 10, 2023",3.0,2.0,0.86,
STU0252,"October 17, 2023",0.0,3.0,,
STU0252,10-24-2023,2.0,3.0,0.59,
STU0252,31 Oct 2023,1.0,3.0,89%,
STU0252,11-07-2023,1.0,2.0,,
STU0252,"November 14, 2023",3.0,3.0,,
STU0252,2023-11-21,3.0,3.0,,
STU0252,2023-11-28,3.0,,0.95,
STU0252,12/12/2023,3.0,2.0,72%,unexcused
STU0252,"December 19, 2023",2.0,3.0,,unexcused
STU0252,26 Dec 2023,2.0,3.0,85%,
STU0252,"January 02, 2024",0.0,2.0,44%,
STU0252,01-16-2024,2.0,3.0,,
STU0096,09-12-2023,2.0,3.0,,
STU0096,"September 19, 2023",0.0,2.0,0.84,
STU0096,2023-09-26,1.0,2.0,,
STU0096,03 Oct 2023,2.0,2.0,60%,
STU0096,10-10-2023,,3.0,,
STU0096,17 Oct 2023,1.0,2.0,0.89,
STU0096,"October 24, 2023",3.0,2.0,,
STU0096,11-07-2023,0.0,3.0,,
STU0096,2023-11-14,,2.0,,
STU0096,2023-11-21,3.0,2.0,,
STU0096,2023-11-28,1.0,3.0,0.77,
STU0096,12/05/2023,,2.0,,
STU0096,12 Dec 2023,0.0,3.0,96%,
STU0096,12/26/2023,0.0,2.0,43%,
STU0096,01-02-2024,1.0,3.0,76%,
STU0096,01-09-2024,3.0,3.0,51%,
STU0096,16 Jan 2024,3.0,,,
STU0196,2023-09-05,,3.0,0.49,excused
STU0196,09/12/2023,3.0,2.0,0.85,
STU0196,2023-09-19,,3.0,0.64,
STU0196,26 Sep 2023,3.0,3.0,,
STU0196,2023-10-03,1.0,3.0,55%,
STU0196,2023-10-10,0.0,2.0,,
STU0196,17 Oct 2023,0.0,3.0,,
STU0196,2023-10-24,3.0,2.0,,
STU0196,10/31/2023,2.0,2.0,,
STU0196,"November 14, 2023",,,,
STU0196,11/21/2023,,2.0,97%,
STU0196,28 Nov 2023,2.0,3.0,,
STU0196,"December 05, 2023",2.0,,0.45,
STU0196,12-12-2023,0.0,2.0,0.96,family emergency
STU0196,"December 19, 2023",3.0,2.0,0.94,
STU0196,26 Dec 2023,2.0,2.0,,
STU0196,"January 02, 2024",0.0,2.0,72%,
STU0196,01-09-2024,2.0,3.0,0.56,family emergency
STU0196,2024-01-16,0.0,2.0,,
STU0283,"September 05, 2023",2.0,,,
STU0283,12 Sep 2023,1.0,2.0,0.42,
STU0283,19 Sep 2023,,3.0,,family emergency
STU0283,2023-09-26,1.0,3.0,,
STU0283,10/10/2023,3.0,3.0,83%,
STU0283,17 Oct 2023,1.0,2.0,,
STU0283,24 Oct 2023,3.0,3.0,57%,family emergency
STU0283,10/31/2023,,2.0,0.75,
STU0283,07 Nov 2023,1.0,3.0,,family emergency
STU0283,2023-11-14,0.0,3.0,90%,
STU0283,11-21-2023,,2.0,,unexcused
STU0283,2023-11-28,,3.0,41%,
STU0283,12/05/2023,3.0,3.0,93%,unexcused
STU0283,12 Dec 2023,0.0,2.0,95%,excused
STU0283,2023-12-19,1.0,2.0,75%,excused
STU0283,12-26-2023,2.0,3.0,62%,
STU0283,01/02/2024,1.0,2.0,,
STU0283,01-09-2024,2.0,3.0,,
STU0183,09/05/2023,0.0,2.0,,
STU0183,09/12/2023,0.0,3.0,0.71,
STU0183,19 Sep 2023,2.0,2.0,,
STU0183,26 Sep 2023,1.0,3.0,40%,
STU0183,10-03-2023,2.0,3.0,0.5,
STU0183,2023-10-10,0.0,2.0,77%,unexcused
STU0183,10/17/2023,1.0,3.0,0.41,excused
STU0183,10-24-2023,2.0,3.0,,
STU0183,31 Oct 2023,0.0,2.0,0.98,
STU0183,11-07-2023,3.0,3.0,90%,
STU0183,"November 14, 2023",2.0,3.0,,excused
STU0183,"November 21, 2023",2.0,3.0,,
STU0183,11-28-2023,2.0,3.0,,
STU0183,2023-12-05,1.0,2.0,0.42,
STU0183,12 Dec 2023,1.0,2.0,43%,
STU0183,2023-12-26,0.0,2.0,0.57,
STU0183,02 Jan 2024,3.0,,64%,
STU0183,"January 09, 2024",2.0,3.0,76%,excused
STU0183,01/16/2024,3.0,2.0,63%,
STU0028,09/05/2023,2.0,3.0,100%,
STU0028,2023-09-12,3.0,2.0,,
STU0028,09-19-2023,,,48%,
STU0028,2023-09-26,1.0,2.0,0.84,excused
STU0028,10-03-2023,,2.0,1.0,
STU0028,2023-10-10,0.0,2.0,,
STU0028,"October 17, 2023",,2.0,,
STU0028,2023-10-24,1.0,2.0,,
STU0028,31 Oct 2023,1.0,3.0,0.45,
STU0028,2023-11-07,1.0,2.0,1.0,
STU0028,"November 14, 2023",0.0,2.0,59%,excused
STU0028,"November 21, 2023",0.0,2.0,,
STU0028,11/28/2023,1.0,3.0,,excused
STU0028,12/05/2023,0.0,3.0,,
STU0028,12/12/2023,2.0,3.0,0.66,
STU0028,2023-12-19,3.0,2.0,0.92,family emergency
STU0028,26 Dec 2023,0.0,3.0,0.7,
STU0028,01-02-2024,3.0,2.0,,
STU0028,09 Jan 2024,,3.0,93%,
STU0028,01/16/2024,1.0,,83%,excused
STU0116,2023-09-05,2.0,3.0,0.51,
STU0116,12 Sep 2023,2.0,2.0,55%,
STU0116,09/19/2023,1.0,3.0,,sick
STU0116,2023-09-26,1.0,2.0,0.97,
STU0116,10/03/2023,3.0,2.0,,
STU0116,2023-10-10,0.0,2.0,73%,
STU0116,10-17-2023,0.0,3.0,,
STU0116,24 Oct 2023,3.0,2.0,,
STU0116,2023-10-31,2.0,2.0,84%,
STU0116,2023-11-07,2.0,2.0,0.93,
STU0116,11-14-2023,2.0,3.0,0.61,
STU0116,11-21-2023,1.0,2.0,52%,
STU0116,11-28-2023,2.0,3.0,0.87,excused
STU0116,05 Dec 2023,1.0,2.0,,
STU0116,12 Dec 2023,1.0,2.0,0.79,sick
STU0116,2023-12-19,1.0,2.0,0.95,
STU0116,12-26-2023,0.0,3.0,87%,
STU0116,02 Jan 2024,2.0,3.0,0.47,
STU0116,09 Jan 2024,3.0,3.0,,
STU0116,16 Jan 2024,1.0,2.0,47%,
STU0058,2023-09-05,3.0,3.0,,
STU0058,2023-09-12,3.0,2.0,,family emergency
STU0058,2023-09-19,,2.0,0.98,
STU0058,26 Sep 2023,3.0,,,
STU0058,10-03-2023,1.0,2.0,,
STU0058,10 Oct 2023,2.0,3.0,,
STU0058,10-17-2023,3.0,,,
